"","X","pob","indiv","fruto","tiempo","sv","masa","l_cipsela","a_cisela","l_papus","altura_sitio","capitulos","altura_planta","prob_germ","germ","area_p","vol_c","pl_m","pl_v"
"266",268,"candonga",6,3,2.432548,0.904401475325461,2.32,4.252,1.202,8.434,NA,20,105,0.986030175137359,1,223.468887042134,2.4124708635553,0.0103817584215317,0.0107955559070755
"267",269,"candonga",6,3,2.439688,0.901754650594666,2.32,4.252,1.202,8.434,NA,20,105,0.986030175137359,1,223.468887042134,2.4124708635553,0.0103817584215317,0.0107955559070755
"268",270,"cb",7,1,3.184048,0.690944357622749,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"269",271,"cb",7,1,3.17498,0.692917750662996,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"270",272,"cb",7,1,3.163276,0.695481519791507,0.96,4.137,0.893,7.57,960,200,87,0.106034423935253,0,180.028652854698,1.29553253613648,0.00533248449498104,0.00719625746009504
"271",273,"cb",7,2,2.94876,0.746076316824699,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"272",274,"cb",7,2,2.960092,0.743220143157713,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"273",275,"cb",7,2,3.015952,0.729454580178995,0.93,4.05,0.995,7.502,960,200,87,0.0933982655898625,0,176.808847110404,1.57456672885306,0.00525991778804645,0.00890547478017237
"274",276,"cb",7,3,3.249036,0.677123922295721,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"275",277,"cb",7,3,3.341932,0.658301844561769,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"276",278,"cb",7,3,3.369656,0.652885635803773,0.94,3.94,0.995,7.242,960,200,87,0.0974526259492947,0,164.765740168427,1.53180071893359,0.00570506950679864,0.00929683997029815
"277",279,"cm",7,1,2.409432,0.913078269069225,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"278",280,"cm",7,1,2.410768,0.9125722591307,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"279",281,"cm",7,1,2.388028,0.9212622297561,2.23,4.049,1.01,7.42,1170,600,79,0.978834836287348,1,172.964781773101,1.62199835729228,0.0128927980432766,0.00937762208389942
"280",282,"cm",7,2,3.16232,0.695691770598801,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"281",283,"cm",7,2,3.107704,0.707918128624863,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"282",284,"cm",7,2,3.23818,0.679393980569332,2.02,3.762,1.029,7.403,1170,600,79,0.945190206526539,1,172.17312869873,1.56426175202897,0.0117323766796072,0.00908540004965659
"283",285,"cm",7,3,2.543004,0.865118576297953,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"284",286,"cm",7,3,2.523928,0.871657194658485,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"285",287,"cm",7,3,2.54744,0.863612096850171,2.6,3.981,1.094,7.234,1170,600,79,0.996211940010555,1,164.4019186064,1.87105566101116,0.015814900592643,0.0113809843393052
"286",288,"ca",7,1,2.889232,0.761448024942268,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"287",289,"ca",7,1,2.88308,0.763072824895598,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"288",290,"ca",7,1,2.903844,0.757616455980418,1.92,3.619,1.024,8.225,1350,1334,69,0.915115642852754,1,212.530706510758,1.49021311806229,0.00903398869519503,0.00701175440729483
"289",291,"ca",7,2,4.413076,0.49851849367652,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"290",292,"ca",7,2,4.319816,0.509280950855314,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"291",293,"ca",7,2,4.227628,0.520386372689366,0.69,3.864,1.021,7.593,1350,1334,69,0.0322877618902103,0,181.124280151045,1.58178876891458,0.00380953894985581,0.00873316800815157
"292",294,"ca",7,3,2.792472,0.787832429474673,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"293",295,"ca",7,3,2.823756,0.779104143559146,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"294",296,"ca",7,3,2.7883,0.78901122547789,2.19,3.621,0.971,7.447,1350,1334,69,0.974570913835723,1,174.225845338586,1.34068537028911,0.0125698916584047,0.00769510038928873
"295",297,"cabal",7,1,2.645784,0.831511567081818,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
"296",298,"cabal",7,1,2.640804,0.833079622720959,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
"297",299,"cabal",7,1,2.633068,0.83552722527485,1.36,3.62,1.03,7.19,NA,560,60,0.437115555303382,1,162.408087979243,1.50814432990252,0.00837396718920683,0.00928614054058236
"298",300,"cabal",7,2,4.390448,0.501087816095305,0.63,3.68,0.86,7.76,NA,560,60,0.0245520725869014,0,189.179169776809,1.0688200862337,0.00333017636531161,0.00564977680943777
"299",301,"cabal",7,2,4.164912,0.528222445036054,0.63,3.68,0.86,7.76,NA,560,60,0.0245520725869014,0,189.179169776809,1.0688200862337,0.00333017636531161,0.00564977680943777
"300",302,"cabal",7,2,4.195976,0.524311864510188,0.63,3.68,0.86,7.76,NA,560,60,0.0245520725869014,0,189.179169776809,1.0688200862337,0.00333017636531161,0.00564977680943777
"301",303,"cabal",7,3,3.69268,0.595773259529664,1.44,3.87,0.79,8.35,NA,560,60,0.530693500767475,1,219.039693789914,0.948473132957232,0.00657415089970467,0.00433014270859479
"302",304,"cabal",7,3,3.723672,0.590814658219091,1.44,3.87,0.79,8.35,NA,560,60,0.530693500767475,1,219.039693789914,0.948473132957232,0.00657415089970467,0.00433014270859479
"303",305,"cabal",7,3,3.802456,0.578573427279632,1.44,3.87,0.79,8.35,NA,560,60,0.530693500767475,1,219.039693789914,0.948473132957232,0.00657415089970467,0.00433014270859479
"304",306,"candonga",7,1,1.939188,1.13449546923764,2.33,4.44,0.929,6.816,NA,110,79,0.986662691731208,1,145.951659111132,1.50478441226747,0.0159641898844456,0.0103101562629149
"305",307,"candonga",7,1,1.923048,1.14401720601878,2.33,4.44,0.929,6.816,NA,110,79,0.986662691731208,1,145.951659111132,1.50478441226747,0.0159641898844456,0.0103101562629149
"306",308,"candonga",7,1,1.92288,1.14411715759694,2.33,4.44,0.929,6.816,NA,110,79,0.986662691731208,1,145.951659111132,1.50478441226747,0.0159641898844456,0.0103101562629149
"307",309,"candonga",7,2,3.287368,0.669228391832007,0.62,3.985,0.742,6.873,NA,110,79,0.0234518157101701,0,148.402959035727,0.86158081920726,0.00417781427020427,0.00580568490551351
"308",310,"candonga",7,2,3.283416,0.670033891532477,0.62,3.985,0.742,6.873,NA,110,79,0.0234518157101701,0,148.402959035727,0.86158081920726,0.00417781427020427,0.00580568490551351
"309",311,"candonga",7,2,3.219304,0.683377525079955,0.62,3.985,0.742,6.873,NA,110,79,0.0234518157101701,0,148.402959035727,0.86158081920726,0.00417781427020427,0.00580568490551351
"310",312,"candonga",7,3,1.881976,1.16898408906383,2.65,4.256,1.065,6.877,NA,110,79,0.997002528936736,1,148.575746631674,1.89566119743951,0.0178360200778224,0.0127588872370868
"311",313,"candonga",7,3,1.884688,1.16730196191624,2.65,4.256,1.065,6.877,NA,110,79,0.997002528936736,1,148.575746631674,1.89566119743951,0.0178360200778224,0.0127588872370868
"312",314,"candonga",7,3,1.852292,1.18771770325629,2.65,4.256,1.065,6.877,NA,110,79,0.997002528936736,1,148.575746631674,1.89566119743951,0.0178360200778224,0.0127588872370868
"313",315,"ca",8,1,3.001468,0.732974664397555,1.88,4.057,0.953,7.764,1350,1440,81,0.899335046843961,1,189.374250114226,1.44694057305863,0.00992743204984853,0.00764064054213213
"314",316,"ca",8,1,2.976588,0.73910127972027,1.88,4.057,0.953,7.764,1350,1440,81,0.899335046843961,1,189.374250114226,1.44694057305863,0.00992743204984853,0.00764064054213213
"315",317,"ca",8,1,3.027884,0.726580014293811,1.88,4.057,0.953,7.764,1350,1440,81,0.899335046843961,1,189.374250114226,1.44694057305863,0.00992743204984853,0.00764064054213213
"316",318,"ca",8,2,2.820604,0.779974785542387,1.82,3.883,1.182,8.094,1350,1440,81,0.870794734881427,1,205.814644293433,2.13040527779414,0.00884290817229312,0.0103510869457704
"317",319,"ca",8,2,2.857796,0.769824018229433,1.82,3.883,1.182,8.094,1350,1440,81,0.870794734881427,1,205.814644293433,2.13040527779414,0.00884290817229312,0.0103510869457704
"318",320,"ca",8,2,2.8002,0.785658167273766,1.82,3.883,1.182,8.094,1350,1440,81,0.870794734881427,1,205.814644293433,2.13040527779414,0.00884290817229312,0.0103510869457704
"319",321,"ca",8,3,3.861536,0.569721478706919,0.9,4.16,1.048,7.964,1350,1440,81,0.0821296179196902,0,199.256443965358,1.79422036446031,0.00451679244138508,0.00900457886708168
"320",322,"ca",8,3,3.83894,0.573074859205927,0.9,4.16,1.048,7.964,1350,1440,81,0.0821296179196902,0,199.256443965358,1.79422036446031,0.00451679244138508,0.00900457886708168
"321",323,"ca",8,3,3.87514,0.56772142425822,0.9,4.16,1.048,7.964,1350,1440,81,0.0821296179196902,0,199.256443965358,1.79422036446031,0.00451679244138508,0.00900457886708168
"322",324,"cabal",8,1,2.948124,0.746237268174609,1.86,4.27,1.034,8.384,NA,232,73,0.890504686014999,1,220.82712177973,1.79278759400675,0.0084228784263887,0.00811851180035309
"323",325,"cabal",8,1,2.980616,0.738102459357395,1.86,4.27,1.034,8.384,NA,232,73,0.890504686014999,1,220.82712177973,1.79278759400675,0.0084228784263887,0.00811851180035309
"324",326,"cabal",8,1,2.965204,0.741938834562479,1.86,4.27,1.034,8.384,NA,232,73,0.890504686014999,1,220.82712177973,1.79278759400675,0.0084228784263887,0.00811851180035309
"325",327,"cabal",8,2,2.88164,0.763454144167904,1.72,4.256,0.844,7.752,NA,232,73,0.808183083595653,1,188.789310694869,1.19054659766737,0.0091106853119452,0.0063062182561363
"326",328,"cabal",8,2,2.854968,0.770586570497463,1.72,4.256,0.844,7.752,NA,232,73,0.808183083595653,1,188.789310694869,1.19054659766737,0.0091106853119452,0.0063062182561363
"327",329,"cabal",8,2,2.86294,0.76844083354873,1.72,4.256,0.844,7.752,NA,232,73,0.808183083595653,1,188.789310694869,1.19054659766737,0.0091106853119452,0.0063062182561363
"328",330,"cabal",8,3,2.924908,0.752160409831694,1.98,3.847,0.961,7.999,NA,232,73,0.934601115528742,1,201.011667488882,1.39517551967764,0.00985017449352543,0.00694076884743422
"329",331,"cabal",8,3,2.906316,0.756972056720604,1.98,3.847,0.961,7.999,NA,232,73,0.934601115528742,1,201.011667488882,1.39517551967764,0.00985017449352543,0.00694076884743422
"330",332,"cabal",8,3,2.896448,0.75955100868374,1.98,3.847,0.961,7.999,NA,232,73,0.934601115528742,1,201.011667488882,1.39517551967764,0.00985017449352543,0.00694076884743422
"331",333,"candonga",8,1,2.508012,0.877188785380612,2.12,3.851,1.002,6.32,NA,100,110,0.965016678627944,1,125.482750406745,1.51833934941293,0.0168947524112131,0.0120999846153461
"332",334,"candonga",8,1,2.535036,0.867837774295908,2.12,3.851,1.002,6.32,NA,100,110,0.965016678627944,1,125.482750406745,1.51833934941293,0.0168947524112131,0.0120999846153461
"333",335,"candonga",8,1,2.521212,0.872596195797894,2.12,3.851,1.002,6.32,NA,100,110,0.965016678627944,1,125.482750406745,1.51833934941293,0.0168947524112131,0.0120999846153461
"334",336,"candonga",8,2,2.615684,0.841080191643945,1.85,3.775,1.109,6.925,NA,100,110,0.885839551947081,1,150.657039198307,1.82322360085262,0.0122795457141892,0.0121018148939775
"335",337,"candonga",8,2,2.594248,0.848029949334065,1.85,3.775,1.109,6.925,NA,100,110,0.885839551947081,1,150.657039198307,1.82322360085262,0.0122795457141892,0.0121018148939775
"336",338,"candonga",8,2,2.563636,0.858156150093071,1.85,3.775,1.109,6.925,NA,100,110,0.885839551947081,1,150.657039198307,1.82322360085262,0.0122795457141892,0.0121018148939775
"337",339,"candonga",8,3,2.829024,0.777653353241259,1.68,3.578,0.882,6.75,NA,100,110,0.77735950640211,1,143.138815279185,1.09304336466354,0.0117368583547603,0.00763624711111111
"338",340,"candonga",8,3,2.779768,0.791432954117034,1.68,3.578,0.882,6.75,NA,100,110,0.77735950640211,1,143.138815279185,1.09304336466354,0.0117368583547603,0.00763624711111111
"339",341,"candonga",8,3,2.798132,0.786238819326608,1.68,3.578,0.882,6.75,NA,100,110,0.77735950640211,1,143.138815279185,1.09304336466354,0.0117368583547603,0.00763624711111111
"340",342,"cb",9,1,2.790588,0.788364316050954,1.11,3.766,0.971,5.992,960,450,88,0.193524646736948,0,112.795943696418,1.39437202554786,0.00984077940770181,0.0123618986627809
"341",343,"cb",9,1,2.78772,0.789175383467493,1.11,3.766,0.971,5.992,960,450,88,0.193524646736948,0,112.795943696418,1.39437202554786,0.00984077940770181,0.0123618986627809
"342",344,"cb",9,1,2.781504,0.790939002784105,1.11,3.766,0.971,5.992,960,450,88,0.193524646736948,0,112.795943696418,1.39437202554786,0.00984077940770181,0.0123618986627809
"343",345,"cb",9,2,2.692888,0.816966765791968,1.33,4.03,1.036,6.427,960,450,88,0.402801956384354,1,129.767659733163,1.69857388497138,0.0102490867349757,0.0130893466713055
"344",346,"cb",9,2,2.65176,0.82963767460102,1.33,4.03,1.036,6.427,960,450,88,0.402801956384354,1,129.767659733163,1.69857388497138,0.0102490867349757,0.0130893466713055
"345",347,"cb",9,2,2.711688,0.81130277524553,1.33,4.03,1.036,6.427,960,450,88,0.402801956384354,1,129.767659733163,1.69857388497138,0.0102490867349757,0.0130893466713055
"346",348,"cb",9,3,3.216768,0.683916278699614,0.89,4.305,1.029,7.058,960,450,88,0.0786571894432627,0,156.499581578301,1.79004434941115,0.00568691616312537,0.0114380136442444
"347",349,"cb",9,3,3.199836,0.687535236180854,0.89,4.305,1.029,7.058,960,450,88,0.0786571894432627,0,156.499581578301,1.79004434941115,0.00568691616312537,0.0114380136442444
"348",350,"cb",9,3,3.218848,0.683474336160018,0.89,4.305,1.029,7.058,960,450,88,0.0786571894432627,0,156.499581578301,1.79004434941115,0.00568691616312537,0.0114380136442444
"349",351,"cm",9,1,4.578228,0.480535263861913,0.7,3.83,0.806,6.259,1170,45,59,0.03378821973547,0,123.072146673385,0.977076894245196,0.00568772073065154,0.0079390578669129
"350",352,"cm",9,1,4.46684,0.492518200786238,0.7,3.83,0.806,6.259,1170,45,59,0.03378821973547,0,123.072146673385,0.977076894245196,0.00568772073065154,0.0079390578669129
"351",353,"cm",9,1,4.289232,0.512912334888857,0.7,3.83,0.806,6.259,1170,45,59,0.03378821973547,0,123.072146673385,0.977076894245196,0.00568772073065154,0.0079390578669129
"352",354,"cm",9,2,4.278592,0.5141878449733,1.03,3.839,0.908,7.105,1170,45,59,0.141477304993017,0,158.590817285683,1.24293865560795,0.00649470138075256,0.00783739359492007
"353",355,"cm",9,2,4.207856,0.522831579787902,1.03,3.839,0.908,7.105,1170,45,59,0.141477304993017,0,158.590817285683,1.24293865560795,0.00649470138075256,0.00783739359492007
"354",356,"cm",9,2,4.11176,0.535050683892056,1.03,3.839,0.908,7.105,1170,45,59,0.141477304993017,0,158.590817285683,1.24293865560795,0.00649470138075256,0.00783739359492007
"355",357,"cm",9,3,4.254076,0.517151080516662,0.72,3.948,0.942,6.853,1170,45,59,0.0369934445670317,0,147.540529020463,1.37574782627754,0.00488001503573393,0.00932454177446201
"356",358,"cm",9,3,4.205908,0.523073733424507,0.72,3.948,0.942,6.853,1170,45,59,0.0369934445670317,0,147.540529020463,1.37574782627754,0.00488001503573393,0.00932454177446201
"357",359,"cm",9,3,4.179104,0.526428631591844,0.72,3.948,0.942,6.853,1170,45,59,0.0369934445670317,0,147.540529020463,1.37574782627754,0.00488001503573393,0.00932454177446201
"358",360,"ca",9,1,3.476828,0.632760665756258,1.56,4.247,1.166,7.138,1350,28,90,0.665218300711738,1,160.06742552313,2.26745797987331,0.00974589298791824,0.0141656428374657
"359",361,"ca",9,1,3.386796,0.649581492360331,1.56,4.247,1.166,7.138,1350,28,90,0.665218300711738,1,160.06742552313,2.26745797987331,0.00974589298791824,0.0141656428374657
"360",362,"ca",9,1,3.421828,0.642931205192079,1.56,4.247,1.166,7.138,1350,28,90,0.665218300711738,1,160.06742552313,2.26745797987331,0.00974589298791824,0.0141656428374657
"361",363,"ca",9,2,2.814876,0.78156195867953,2.3,4.901,1.087,7.8,1350,28,90,0.984675148340336,1,191.134497044403,2.27406920125329,0.0120334112133912,0.0118977434027778
"362",364,"ca",9,2,2.858812,0.769550428639589,2.3,4.901,1.087,7.8,1350,28,90,0.984675148340336,1,191.134497044403,2.27406920125329,0.0120334112133912,0.0118977434027778
"363",365,"ca",9,2,2.839548,0.774771195979078,2.3,4.901,1.087,7.8,1350,28,90,0.984675148340336,1,191.134497044403,2.27406920125329,0.0120334112133912,0.0118977434027778
"364",366,"ca",9,3,2.586376,0.850611048045605,2.16,4.319,0.962,7.71,1350,28,90,0.970834701954044,1,186.749147859257,1.56961533771376,0.0115663178373798,0.00840493975852944
"365",367,"ca",9,3,2.655596,0.828439265611185,2.16,4.319,0.962,7.71,1350,28,90,0.970834701954044,1,186.749147859257,1.56961533771376,0.0115663178373798,0.00840493975852944
"366",368,"ca",9,3,2.649396,0.830377942746196,2.16,4.319,0.962,7.71,1350,28,90,0.970834701954044,1,186.749147859257,1.56961533771376,0.0115663178373798,0.00840493975852944
"367",369,"cabal",9,1,3.612544,0.608989122347022,0.94,4.055,1.015,6.829,NA,240,80,0.0974526259492947,0,146.50893052399,1.64052490840164,0.0064159911388206,0.0111974396545951
"368",370,"cabal",9,1,3.662072,0.600752797869621,0.94,4.055,1.015,6.829,NA,240,80,0.0974526259492947,0,146.50893052399,1.64052490840164,0.0064159911388206,0.0111974396545951
"369",371,"cabal",9,1,3.65318,0.602215056471348,0.94,4.055,1.015,6.829,NA,240,80,0.0974526259492947,0,146.50893052399,1.64052490840164,0.0064159911388206,0.0111974396545951
"370",372,"cabal",9,2,2.91538,0.754618608894895,1.55,4.065,0.877,7.015,NA,240,80,0.654676806053961,1,154.598481341501,1.22777736441194,0.0100259717078082,0.00794171685102029
"371",373,"cabal",9,2,2.907184,0.756746047033831,1.55,4.065,0.877,7.015,NA,240,80,0.654676806053961,1,154.598481341501,1.22777736441194,0.0100259717078082,0.00794171685102029
"372",374,"cabal",9,2,2.921244,0.753103814676213,1.55,4.065,0.877,7.015,NA,240,80,0.654676806053961,1,154.598481341501,1.22777736441194,0.0100259717078082,0.00794171685102029
"373",375,"cabal",9,3,3.03758,0.724260760210431,1.62,3.916,0.992,7.269,NA,240,80,0.724818537888393,1,165.996606745325,1.51330307008394,0.00975923563597555,0.00911646990715704
"374",376,"cabal",9,3,3.004196,0.732309077037584,1.62,3.916,0.992,7.269,NA,240,80,0.724818537888393,1,165.996606745325,1.51330307008394,0.00975923563597555,0.00911646990715704
"375",377,"cabal",9,3,3.043192,0.722925139130229,1.62,3.916,0.992,7.269,NA,240,80,0.724818537888393,1,165.996606745325,1.51330307008394,0.00975923563597555,0.00911646990715704
"376",378,"candonga",9,1,2.271184,0.96865775736356,1.91,4.153,0.968,6.661,NA,40,100,0.911394745299226,1,139.389076261306,1.5281730323611,0.0137026519669261,0.0109633629359614
"377",379,"candonga",9,1,2.238932,0.98261135219828,1.91,4.153,0.968,6.661,NA,40,100,0.911394745299226,1,139.389076261306,1.5281730323611,0.0137026519669261,0.0109633629359614
"378",380,"candonga",9,1,2.264,0.971731448763251,1.91,4.153,0.968,6.661,NA,40,100,0.911394745299226,1,139.389076261306,1.5281730323611,0.0137026519669261,0.0109633629359614
"379",381,"candonga",9,2,2.691596,0.817358920135117,1.92,4.2,0.997,7.408,NA,40,100,0.915115642852754,1,172.405779342692,1.63945497030112,0.0111365176232498,0.00950928081733483
"380",382,"candonga",9,2,2.695168,0.816275645896657,1.92,4.2,0.997,7.408,NA,40,100,0.915115642852754,1,172.405779342692,1.63945497030112,0.0111365176232498,0.00950928081733483
"381",383,"candonga",9,2,2.666716,0.824984737782351,1.92,4.2,0.997,7.408,NA,40,100,0.915115642852754,1,172.405779342692,1.63945497030112,0.0111365176232498,0.00950928081733483
"382",384,"candonga",9,3,2.613616,0.841745688731627,1.94,4.163,0.985,6.951,NA,40,100,0.922134775719325,1,151.790450429499,1.58612992021079,0.0127807776741598,0.0104494710683232
"383",385,"candonga",9,3,2.58038,0.852587603376247,1.94,4.163,0.985,6.951,NA,40,100,0.922134775719325,1,151.790450429499,1.58612992021079,0.0127807776741598,0.0104494710683232
"384",386,"candonga",9,3,2.617332,0.840550606495469,1.94,4.163,0.985,6.951,NA,40,100,0.922134775719325,1,151.790450429499,1.58612992021079,0.0127807776741598,0.0104494710683232
"385",387,"cb",10,1,2.663624,0.825942400278718,2.37,3.369,1.142,7.141,960,4000,117,0.98892212442811,1,160.202001927632,1.7254131534667,0.0147938226207098,0.0107702346581544
"386",388,"cb",10,1,2.59528,0.847692734502636,2.37,3.369,1.142,7.141,960,4000,117,0.98892212442811,1,160.202001927632,1.7254131534667,0.0147938226207098,0.0107702346581544
"387",389,"cb",10,1,2.605924,0.844230299885952,2.37,3.369,1.142,7.141,960,4000,117,0.98892212442811,1,160.202001927632,1.7254131534667,0.0147938226207098,0.0107702346581544
"388",390,"cb",10,2,2.6786,0.821324572537893,2.25,4.216,1.115,7.453,960,4000,117,0.980696141087444,1,174.506703721817,2.05830733960208,0.0128934874822159,0.0117950044078722
"389",391,"cb",10,2,2.682812,0.820035097502173,2.25,4.216,1.115,7.453,960,4000,117,0.980696141087444,1,174.506703721817,2.05830733960208,0.0128934874822159,0.0117950044078722
"390",392,"cb",10,2,2.72944,0.806026144557125,2.25,4.216,1.115,7.453,960,4000,117,0.980696141087444,1,174.506703721817,2.05830733960208,0.0128934874822159,0.0117950044078722
"391",393,"cb",10,3,2.155724,1.02053880737979,2.05,4.04,0.947,7.367,960,4000,117,0.952049340009019,1,170.502681052964,1.42279132586697,0.0120232713488136,0.00834468594323749
"392",394,"cb",10,3,2.18442,1.00713232803216,2.05,4.04,0.947,7.367,960,4000,117,0.952049340009019,1,170.502681052964,1.42279132586697,0.0120232713488136,0.00834468594323749
"393",395,"cb",10,3,2.14228,1.02694325671714,2.05,4.04,0.947,7.367,960,4000,117,0.952049340009019,1,170.502681052964,1.42279132586697,0.0120232713488136,0.00834468594323749
"394",396,"cm",10,1,2.637956,0.833979035283379,1.85,4.098,0.98,6.286,1170,50,66,0.885839551947081,1,124.136251229046,1.54555331566404,0.0149029794414086,0.0124504590751038
"395",397,"cm",10,1,2.647092,0.831100694649072,1.85,4.098,0.98,6.286,1170,50,66,0.885839551947081,1,124.136251229046,1.54555331566404,0.0149029794414086,0.0124504590751038
"396",398,"cm",10,1,2.609684,0.843013943450625,1.85,4.098,0.98,6.286,1170,50,66,0.885839551947081,1,124.136251229046,1.54555331566404,0.0149029794414086,0.0124504590751038
"397",399,"cm",10,2,2.518024,0.873700965518994,1.45,4.101,0.849,6.27,1170,50,66,0.54237417265419,1,123.50511783131,1.16082041011963,0.0117404041667365,0.00939896605503537
