"","X","pob","indiv","fruto","tiempo","sv","masa","l_cipsela","a_cisela","l_papus","altura_sitio","capitulos","altura_planta","prob_germ","germ","area_p","vol_c","pl_m","pl_v"
"398",400,"cm",10,2,2.503404,0.87880342126161,1.45,4.101,0.849,6.27,1170,50,66,0.54237417265419,1,123.50511783131,1.16082041011963,0.0117404041667365,0.00939896605503537
"399",401,"cm",10,2,2.471752,0.890056931277895,1.45,4.101,0.849,6.27,1170,50,66,0.54237417265419,1,123.50511783131,1.16082041011963,0.0117404041667365,0.00939896605503537
"400",402,"cm",10,3,2.341644,0.93951087355721,1.62,4.154,0.865,6.355,1170,50,66,0.724818537888393,1,126.876439447694,1.22055848125833,0.012768328044608,0.00962005622613268
"401",403,"cm",10,3,2.351556,0.935550758731665,1.62,4.154,0.865,6.355,1170,50,66,0.724818537888393,1,126.876439447694,1.22055848125833,0.012768328044608,0.00962005622613268
"402",404,"cm",10,3,2.316336,0.949775852898716,1.62,4.154,0.865,6.355,1170,50,66,0.724818537888393,1,126.876439447694,1.22055848125833,0.012768328044608,0.00962005622613268
"403",405,"ca",10,1,3.822632,0.575519694283938,1.14,4.671,0.971,8.442,1350,149,62,0.216472700994935,0,223.89302718311,1.72945080492141,0.00509171730063597,0.00772445138948874
"404",406,"ca",10,1,3.876444,0.567530448008536,1.14,4.671,0.971,8.442,1350,149,62,0.216472700994935,0,223.89302718311,1.72945080492141,0.00509171730063597,0.00772445138948874
"405",407,"ca",10,1,3.865384,0.569154319467354,1.14,4.671,0.971,8.442,1350,149,62,0.216472700994935,0,223.89302718311,1.72945080492141,0.00509171730063597,0.00772445138948874
"406",408,"ca",10,2,3.415388,0.644143505803733,1.73,4.407,1.041,7.646,1350,149,62,0.815360177974851,1,183.661640864791,1.87544527137404,0.00941949550191374,0.0102114152010365
"407",409,"ca",10,2,3.261884,0.674456847637746,1.73,4.407,1.041,7.646,1350,149,62,0.815360177974851,1,183.661640864791,1.87544527137404,0.00941949550191374,0.0102114152010365
"408",410,"ca",10,2,3.271184,0.672539361894653,1.73,4.407,1.041,7.646,1350,149,62,0.815360177974851,1,183.661640864791,1.87544527137404,0.00941949550191374,0.0102114152010365
"409",411,"ca",10,3,2.98302,0.73750762649932,2.1,4.248,0.974,7.335,1350,149,62,0.961702577435521,1,169.024674806785,1.58256773623782,0.0124242215073068,0.00936293909777895
"410",412,"ca",10,3,2.993576,0.734907014219783,2.1,4.248,0.974,7.335,1350,149,62,0.961702577435521,1,169.024674806785,1.58256773623782,0.0124242215073068,0.00936293909777895
"411",413,"ca",10,3,3.03944,0.723817545337299,2.1,4.248,0.974,7.335,1350,149,62,0.961702577435521,1,169.024674806785,1.58256773623782,0.0124242215073068,0.00936293909777895
"412",414,"cabal",10,1,2.03932,1.07879096953887,2.05,3.79,0.97,6.23,NA,594,98,0.952049340009019,1,121.934321504515,1.40036924502755,0.0168123295779695,0.0114846191601246
"413",415,"cabal",10,1,2.025196,1.08631460856134,2.05,3.79,0.97,6.23,NA,594,98,0.952049340009019,1,121.934321504515,1.40036924502755,0.0168123295779695,0.0114846191601246
"414",416,"cabal",10,1,2.054004,1.07107873207647,2.05,3.79,0.97,6.23,NA,594,98,0.952049340009019,1,121.934321504515,1.40036924502755,0.0168123295779695,0.0114846191601246
"415",417,"cabal",10,2,2.159512,1.01874868025739,2.06,3.82,1.05,5.92,NA,594,98,0.954148874370597,1,110.101512774769,1.65387181752826,0.0187100063212943,0.0150213360002739
"416",418,"cabal",10,2,2.146868,1.02474861053404,2.06,3.82,1.05,5.92,NA,594,98,0.954148874370597,1,110.101512774769,1.65387181752826,0.0187100063212943,0.0150213360002739
"417",419,"cabal",10,2,2.1523,1.02216233796404,2.06,3.82,1.05,5.92,NA,594,98,0.954148874370597,1,110.101512774769,1.65387181752826,0.0187100063212943,0.0150213360002739
"418",420,"cabal",10,3,2.20872,0.996052012025064,1.74,3.6,1,6.11,NA,594,98,0.822327767919964,1,117.28225110308,1.41371669411541,0.0148360044562132,0.0120539696400685
"419",421,"cabal",10,3,2.226536,0.988081935347104,1.74,3.6,1,6.11,NA,594,98,0.822327767919964,1,117.28225110308,1.41371669411541,0.0148360044562132,0.0120539696400685
"420",422,"cabal",10,3,2.22544,0.988568552735639,1.74,3.6,1,6.11,NA,594,98,0.822327767919964,1,117.28225110308,1.41371669411541,0.0148360044562132,0.0120539696400685
"421",423,"candonga",10,1,3.382008,0.650501122410119,0.86,2.869,0.706,6.69,NA,150,97,0.0690316523409028,0,140.60543496333,0.561564746364144,0.00611640652599445,0.00399390497608147
"422",424,"candonga",10,1,3.363336,0.654112464529265,0.86,2.869,0.706,6.69,NA,150,97,0.0690316523409028,0,140.60543496333,0.561564746364144,0.00611640652599445,0.00399390497608147
"423",425,"candonga",10,1,3.299808,0.666705456802335,0.86,2.869,0.706,6.69,NA,150,97,0.0690316523409028,0,140.60543496333,0.561564746364144,0.00611640652599445,0.00399390497608147
"424",426,"candonga",10,2,4.871836,0.451575135123596,0.73,3.469,0.644,6.702,NA,150,97,0.0387038359879479,0,141.110301469133,0.564983702379138,0.00517325802864708,0.0040038444854625
"425",427,"candonga",10,2,4.99438,0.440495116510958,0.73,3.469,0.644,6.702,NA,150,97,0.0387038359879479,0,141.110301469133,0.564983702379138,0.00517325802864708,0.0040038444854625
"426",428,"candonga",10,2,4.61958,0.476233770169583,0.73,3.469,0.644,6.702,NA,150,97,0.0387038359879479,0,141.110301469133,0.564983702379138,0.00517325802864708,0.0040038444854625
"427",429,"candonga",10,3,4.65012,0.473106070380979,0.63,2.874,0.831,7.087,NA,150,97,0.0245520725869014,0,157.788278592767,0.779378995180682,0.00399269201501307,0.00493939728686797
"428",430,"candonga",10,3,4.37318,0.503066418487234,0.63,2.874,0.831,7.087,NA,150,97,0.0245520725869014,0,157.788278592767,0.779378995180682,0.00399269201501307,0.00493939728686797
"429",431,"candonga",10,3,4.34424,0.506417693313445,0.63,2.874,0.831,7.087,NA,150,97,0.0245520725869014,0,157.788278592767,0.779378995180682,0.00399269201501307,0.00493939728686797
"430",432,"cb",11,1,2.606712,0.843975091993285,1.68,4.551,1.04,7.388,960,300,77,0.77735950640211,1,171.476119244642,1.93300688010906,0.00979728260355121,0.0112727468327603
"431",433,"cb",11,1,2.560392,0.859243428350034,1.68,4.551,1.04,7.388,960,300,77,0.77735950640211,1,171.476119244642,1.93300688010906,0.00979728260355121,0.0112727468327603
"432",434,"cb",11,1,2.633756,0.835308965598939,1.68,4.551,1.04,7.388,960,300,77,0.77735950640211,1,171.476119244642,1.93300688010906,0.00979728260355121,0.0112727468327603
"433",435,"cb",11,2,2.435772,0.903204405009993,2.04,4.398,0.888,7.217,960,300,77,0.949858719589242,1,163.630132963971,1.36188689957841,0.0124671413696717,0.00832295907183724
"434",436,"cb",11,2,2.457108,0.895361538849737,2.04,4.398,0.888,7.217,960,300,77,0.949858719589242,1,163.630132963971,1.36188689957841,0.0124671413696717,0.00832295907183724
"435",437,"cb",11,2,2.42628,0.906737886806139,2.04,4.398,0.888,7.217,960,300,77,0.949858719589242,1,163.630132963971,1.36188689957841,0.0124671413696717,0.00832295907183724
"436",438,"cb",11,3,2.599204,0.846412978742723,1.97,4.409,0.972,7.334,960,300,77,0.931670584979015,1,168.97859078415,1.63580870277888,0.011658281625253,0.00968056778783553
"437",439,"cb",11,3,2.537448,0.867012841248373,1.97,4.409,0.972,7.334,960,300,77,0.931670584979015,1,168.97859078415,1.63580870277888,0.011658281625253,0.00968056778783553
"438",440,"cb",11,3,2.5607,0.85914007888468,1.97,4.409,0.972,7.334,960,300,77,0.931670584979015,1,168.97859078415,1.63580870277888,0.011658281625253,0.00968056778783553
"439",441,"candonga",11,1,2.806988,0.783758249055571,2,4.028,1.065,7.081,NA,250,80,0.940114426085325,1,157.521218084471,1.79410791900525,0.0126967022241251,0.0113896270027772
"440",442,"candonga",11,1,2.775316,0.792702524685477,2,4.028,1.065,7.081,NA,250,80,0.940114426085325,1,157.521218084471,1.79410791900525,0.0126967022241251,0.0113896270027772
"441",443,"candonga",11,1,2.786808,0.789433645949057,2,4.028,1.065,7.081,NA,250,80,0.940114426085325,1,157.521218084471,1.79410791900525,0.0126967022241251,0.0113896270027772
"442",444,"candonga",11,2,2.773376,0.793257026814972,2.08,3.594,1.11,7.375,NA,250,80,0.958088154555519,1,170.873187924157,1.73893727158823,0.0121727699077237,0.0101767708129848
"443",445,"candonga",11,2,2.801876,0.785188209613845,2.08,3.594,1.11,7.375,NA,250,80,0.958088154555519,1,170.873187924157,1.73893727158823,0.0121727699077237,0.0101767708129848
"444",446,"candonga",11,2,2.811716,0.782440331811605,2.08,3.594,1.11,7.375,NA,250,80,0.958088154555519,1,170.873187924157,1.73893727158823,0.0121727699077237,0.0101767708129848
"445",447,"candonga",11,3,2.867248,0.76728626194874,2.14,3.979,0.887,7.352,NA,250,80,0.968053517893261,1,169.809064518941,1.2293656224961,0.0126023896666677,0.00723969374649596
"446",448,"candonga",11,3,2.992296,0.735221381841903,2.14,3.979,0.887,7.352,NA,250,80,0.968053517893261,1,169.809064518941,1.2293656224961,0.0126023896666677,0.00723969374649596
"447",449,"candonga",11,3,2.885324,0.762479361070022,2.14,3.979,0.887,7.352,NA,250,80,0.968053517893261,1,169.809064518941,1.2293656224961,0.0126023896666677,0.00723969374649596
"448",450,"candonga",12,1,3.6429,0.603914463751407,0.8,4.133,1.093,6.978,NA,30,75,0.0529745601583018,0,152.971950019439,1.93894555718775,0.00522971695071117,0.0126751705586636
"449",451,"candonga",12,1,3.624944,0.606905927374326,0.8,4.133,1.093,6.978,NA,30,75,0.0529745601583018,0,152.971950019439,1.93894555718775,0.00522971695071117,0.0126751705586636
"450",452,"candonga",12,1,3.5543,0.618968573277439,0.8,4.133,1.093,6.978,NA,30,75,0.0529745601583018,0,152.971950019439,1.93894555718775,0.00522971695071117,0.0126751705586636
"451",453,"candonga",12,2,3.390864,0.648802193187341,1.12,4.129,1.208,8.112,NA,30,75,0.200961980237974,0,206.731072003226,2.36613019164955,0.00541766648403256,0.0114454502108547
"452",454,"candonga",12,2,3.3587,0.655015333313484,1.12,4.129,1.208,8.112,NA,30,75,0.200961980237974,0,206.731072003226,2.36613019164955,0.00541766648403256,0.0114454502108547
"453",455,"candonga",12,2,3.489964,0.630378995313419,1.12,4.129,1.208,8.112,NA,30,75,0.200961980237974,0,206.731072003226,2.36613019164955,0.00541766648403256,0.0114454502108547
"454",456,"candonga",12,3,2.211432,0.994830498970803,2.02,3.671,0.995,7.707,NA,30,75,0.945190206526539,1,186.603846057436,1.42721838558508,0.0108250716299719,0.00764838676018386
"455",457,"candonga",12,3,2.252384,0.976742864449401,2.02,3.671,0.995,7.707,NA,30,75,0.945190206526539,1,186.603846057436,1.42721838558508,0.0108250716299719,0.00764838676018386
"456",458,"candonga",12,3,2.239088,0.98254289246336,2.02,3.671,0.995,7.707,NA,30,75,0.945190206526539,1,186.603846057436,1.42721838558508,0.0108250716299719,0.00764838676018386
"457",459,"candonga",13,1,3.418484,0.643560127822743,1.47,3.723,0.746,7.372,NA,125,83,0.565583840119749,1,170.73420072357,0.813636788366859,0.00860987425934672,0.00476551730654242
"458",460,"candonga",13,1,3.403256,0.64643976239225,1.47,3.723,0.746,7.372,NA,125,83,0.565583840119749,1,170.73420072357,0.813636788366859,0.00860987425934672,0.00476551730654242
"459",461,"candonga",13,1,3.36958,0.652900361469382,1.47,3.723,0.746,7.372,NA,125,83,0.565583840119749,1,170.73420072357,0.813636788366859,0.00860987425934672,0.00476551730654242
"460",462,"candonga",13,2,4.403544,0.499597596844723,0.8,3.547,0.853,7.604,NA,125,83,0.0529745601583018,0,181.649450770167,1.01348922662342,0.00440408708426101,0.00557936851626238
"461",463,"candonga",13,2,4.371328,0.503279552575327,0.8,3.547,0.853,7.604,NA,125,83,0.0529745601583018,0,181.649450770167,1.01348922662342,0.00440408708426101,0.00557936851626238
"462",464,"candonga",13,2,4.458636,0.4934244464002,0.8,3.547,0.853,7.604,NA,125,83,0.0529745601583018,0,181.649450770167,1.01348922662342,0.00440408708426101,0.00557936851626238
"463",465,"candonga",13,3,3.819172,0.57604108953459,0.54,3.554,0.933,7.62,NA,125,83,0.0162244004372906,0,182.414692475099,1.2149001807211,0.00296028786208498,0.00666010047895096
"464",466,"candonga",13,3,3.705364,0.593733840993759,0.54,3.554,0.933,7.62,NA,125,83,0.0162244004372906,0,182.414692475099,1.2149001807211,0.00296028786208498,0.00666010047895096
"465",467,"candonga",13,3,3.782376,0.581644976596721,0.54,3.554,0.933,7.62,NA,125,83,0.0162244004372906,0,182.414692475099,1.2149001807211,0.00296028786208498,0.00666010047895096
"466",468,"candonga",14,1,4.603868,0.477859052431564,0.62,3.758,0.942,8.971,NA,25,80,0.0234518157101701,0,252.831735655021,1.30953909097036,0.00245222380170647,0.00517948859377833
"467",469,"candonga",14,1,4.47876,0.491207387759112,0.62,3.758,0.942,8.971,NA,25,80,0.0234518157101701,0,252.831735655021,1.30953909097036,0.00245222380170647,0.00517948859377833
"468",470,"candonga",14,1,4.487712,0.490227536882937,0.62,3.758,0.942,8.971,NA,25,80,0.0234518157101701,0,252.831735655021,1.30953909097036,0.00245222380170647,0.00517948859377833
"469",471,"candonga",14,2,3.06882,0.716887924348773,1.68,3.282,1.084,8.331,NA,25,80,0.77735950640211,1,218.044000555878,1.5144572786585,0.00770486688795396,0.00694564984497424
"470",472,"candonga",14,2,3.046872,0.722051992994783,1.68,3.282,1.084,8.331,NA,25,80,0.77735950640211,1,218.044000555878,1.5144572786585,0.00770486688795396,0.00694564984497424
"471",473,"candonga",14,2,3.059508,0.71906986352054,1.68,3.282,1.084,8.331,NA,25,80,0.77735950640211,1,218.044000555878,1.5144572786585,0.00770486688795396,0.00694564984497424
"472",474,"candonga",14,3,5.186276,0.424196475467175,0.57,3.611,0.96,8.799,NA,25,80,0.0186340566805638,0,243.229646204883,1.30686233150739,0.00234346433049475,0.0053729565943066
"473",475,"candonga",14,3,5.017956,0.438425526250131,0.57,3.611,0.96,8.799,NA,25,80,0.0186340566805638,0,243.229646204883,1.30686233150739,0.00234346433049475,0.0053729565943066
"474",476,"candonga",14,3,5.028072,0.437543456020518,0.57,3.611,0.96,8.799,NA,25,80,0.0186340566805638,0,243.229646204883,1.30686233150739,0.00234346433049475,0.0053729565943066
"475",477,"candonga",15,1,4.335564,0.507431097776437,0.71,4.229,0.968,8.077,NA,300,90,0.0353558584113133,0,204.950998481812,1.55613863565015,0.00346424269830042,0.00759273507900596
"476",478,"candonga",15,1,4.307288,0.510762224397347,0.71,4.229,0.968,8.077,NA,300,90,0.0353558584113133,0,204.950998481812,1.55613863565015,0.00346424269830042,0.00759273507900596
"477",479,"candonga",15,1,4.259788,0.516457626529771,0.71,4.229,0.968,8.077,NA,300,90,0.0353558584113133,0,204.950998481812,1.55613863565015,0.00346424269830042,0.00759273507900596
"478",480,"candonga",15,2,2.947248,0.746459069613416,1.88,4.071,0.838,8.036,NA,300,90,0.899335046843961,1,202.875558702293,1.12266200646267,0.00926676437529262,0.00553374696116109
"479",481,"candonga",15,2,2.858304,0.769687199122277,1.88,4.071,0.838,8.036,NA,300,90,0.899335046843961,1,202.875558702293,1.12266200646267,0.00926676437529262,0.00553374696116109
"480",482,"candonga",15,2,2.839448,0.774798481958465,1.88,4.071,0.838,8.036,NA,300,90,0.899335046843961,1,202.875558702293,1.12266200646267,0.00926676437529262,0.00553374696116109
"481",483,"candonga",15,3,3.817536,0.576287951181076,0.78,4.054,0.87,8.254,NA,300,90,0.0484543525139931,0,214.032045365575,1.2049863722377,0.00364431409636688,0.00562993438753312
"482",484,"candonga",15,3,3.957916,0.555848077624689,0.78,4.054,0.87,8.254,NA,300,90,0.0484543525139931,0,214.032045365575,1.2049863722377,0.00364431409636688,0.00562993438753312
"483",485,"candonga",15,3,3.956132,0.556098734824824,0.78,4.054,0.87,8.254,NA,300,90,0.0484543525139931,0,214.032045365575,1.2049863722377,0.00364431409636688,0.00562993438753312
"484",486,"candonga",16,1,4.788908,0.459394918423991,0.58,3.86,0.741,7.412,NA,90,60,0.0195128016836929,0,172.592012955197,0.832307113285918,0.00336052630749815,0.00482239646571581
"485",487,"candonga",16,1,4.750352,0.463123574842454,0.58,3.86,0.741,7.412,NA,90,60,0.0195128016836929,0,172.592012955197,0.832307113285918,0.00336052630749815,0.00482239646571581
"486",488,"candonga",16,1,4.698336,0.46825088712259,0.58,3.86,0.741,7.412,NA,90,60,0.0195128016836929,0,172.592012955197,0.832307113285918,0.00336052630749815,0.00482239646571581
"487",489,"candonga",16,2,4.509828,0.48782348240332,0.6,3.975,0.969,7.614,NA,90,60,0.0213938135395164,0,182.12753834019,1.46569826174239,0.00329439471629644,0.00804764768194833
"488",490,"candonga",16,2,4.698664,0.468218199896822,0.6,3.975,0.969,7.614,NA,90,60,0.0213938135395164,0,182.12753834019,1.46569826174239,0.00329439471629644,0.00804764768194833
"489",491,"candonga",16,2,4.583372,0.479995950579617,0.6,3.975,0.969,7.614,NA,90,60,0.0213938135395164,0,182.12753834019,1.46569826174239,0.00329439471629644,0.00804764768194833
"490",492,"candonga",16,3,3.861184,0.569773416651473,1.42,3.729,0.759,8.08,NA,90,60,0.507243802266706,1,205.103274619325,0.843598542741944,0.00692334143682272,0.0041130427795835
"491",493,"candonga",16,3,3.780144,0.581988411023495,1.42,3.729,0.759,8.08,NA,90,60,0.507243802266706,1,205.103274619325,0.843598542741944,0.00692334143682272,0.0041130427795835
"492",494,"candonga",16,3,3.804748,0.578224891635399,1.42,3.729,0.759,8.08,NA,90,60,0.507243802266706,1,205.103274619325,0.843598542741944,0.00692334143682272,0.0041130427795835
"493",495,"candonga",17,1,3.310988,0.664454235412511,0.85,3.588,0.853,6.081,NA,50,114,0.0660731399660382,0,116.171575577922,1.02520421345499,0.00731676398268234,0.00882491442811958
"494",496,"candonga",17,1,3.264632,0.673889124409734,0.85,3.588,0.853,6.081,NA,50,114,0.0660731399660382,0,116.171575577922,1.02520421345499,0.00731676398268234,0.00882491442811958
"495",497,"candonga",17,1,3.377064,0.651453451874172,0.85,3.588,0.853,6.081,NA,50,114,0.0660731399660382,0,116.171575577922,1.02520421345499,0.00731676398268234,0.00882491442811958
"496",498,"candonga",17,2,2.569788,0.85610174847108,1.47,3.662,0.791,6.427,NA,50,114,0.565583840119749,1,129.767659733163,0.899769344847275,0.0113279379702363,0.00693369477955787
"497",499,"candonga",17,2,2.612972,0.841953147603572,1.47,3.662,0.791,6.427,NA,50,114,0.565583840119749,1,129.767659733163,0.899769344847275,0.0113279379702363,0.00693369477955787
"498",500,"candonga",17,2,2.594896,0.847818178454936,1.47,3.662,0.791,6.427,NA,50,114,0.565583840119749,1,129.767659733163,0.899769344847275,0.0113279379702363,0.00693369477955787
"499",501,"candonga",17,3,3.611988,0.609082865170095,0.4,3.752,0.95,5.887,NA,50,114,0.00847149364830806,0,108.877450887558,1.32974977646659,0.00367385530005744,0.0122132706600549
"500",502,"candonga",17,3,3.609784,0.609454748538971,0.4,3.752,0.95,5.887,NA,50,114,0.00847149364830806,0,108.877450887558,1.32974977646659,0.00367385530005744,0.0122132706600549
"501",503,"candonga",17,3,3.6747,0.598688328298909,0.4,3.752,0.95,5.887,NA,50,114,0.00847149364830806,0,108.877450887558,1.32974977646659,0.00367385530005744,0.0122132706600549
"502",504,"candonga",18,1,3.080812,0.714097452230126,1.06,3.558,0.853,6.265,NA,49,70,0.159474025396346,0,123.308218511746,1.01663227187092,0.0085963451000553,0.0082446432536374
"503",505,"candonga",18,1,3.089916,0.711993465194523,1.06,3.558,0.853,6.265,NA,49,70,0.159474025396346,0,123.308218511746,1.01663227187092,0.0085963451000553,0.0082446432536374
"504",506,"candonga",18,1,3.097104,0.710341015348532,1.06,3.558,0.853,6.265,NA,49,70,0.159474025396346,0,123.308218511746,1.01663227187092,0.0085963451000553,0.0082446432536374
"505",507,"candonga",18,2,2.94096,0.748055056852184,1.04,3.724,0.783,6.307,NA,49,70,0.147279694933174,0,124.967054831066,0.89658833070367,0.008322193408542,0.00717459759226707
"506",508,"candonga",18,2,2.882428,0.763245430588379,1.04,3.724,0.783,6.307,NA,49,70,0.147279694933174,0,124.967054831066,0.89658833070367,0.008322193408542,0.00717459759226707
"507",509,"candonga",18,2,2.925528,0.752001006314074,1.04,3.724,0.783,6.307,NA,49,70,0.147279694933174,0,124.967054831066,0.89658833070367,0.008322193408542,0.00717459759226707
"508",510,"candonga",18,3,2.474356,0.88912023977148,1.03,3.893,0.845,6.52,NA,49,70,0.141477304993017,0,133.550360341164,1.09158537232606,0.00771244643120988,0.0081735861253952
"509",511,"candonga",18,3,2.502404,0.879154604931898,1.03,3.893,0.845,6.52,NA,49,70,0.141477304993017,0,133.550360341164,1.09158537232606,0.00771244643120988,0.0081735861253952
"510",512,"candonga",18,3,2.599188,0.8464181890652,1.03,3.893,0.845,6.52,NA,49,70,0.141477304993017,0,133.550360341164,1.09158537232606,0.00771244643120988,0.0081735861253952
"511",513,"candonga",19,1,2.492828,0.882531807248635,1.27,3.532,0.754,5.679,NA,20,65,0.337231129662878,0,101.319633476223,0.788539171714804,0.0125345893626632,0.00778268875103907
"512",514,"candonga",19,1,2.480832,0.886799267342569,1.27,3.532,0.754,5.679,NA,20,65,0.337231129662878,0,101.319633476223,0.788539171714804,0.0125345893626632,0.00778268875103907
"513",515,"candonga",19,1,2.487096,0.884565774702705,1.27,3.532,0.754,5.679,NA,20,65,0.337231129662878,0,101.319633476223,0.788539171714804,0.0125345893626632,0.00778268875103907
"514",516,"candonga",19,2,2.998328,0.733742272359795,1.16,3.765,0.897,6.541,NA,20,65,0.232831737045428,0,134.412039515783,1.18962409608088,0.00863017929181702,0.00885057693021014
"515",517,"candonga",19,2,2.900488,0.758493053582707,1.16,3.765,0.897,6.541,NA,20,65,0.232831737045428,0,134.412039515783,1.18962409608088,0.00863017929181702,0.00885057693021014
"516",518,"candonga",19,2,2.9417,0.747866879695414,1.16,3.765,0.897,6.541,NA,20,65,0.232831737045428,0,134.412039515783,1.18962409608088,0.00863017929181702,0.00885057693021014
"517",519,"candonga",19,3,2.845592,0.77312559214392,1.15,3.506,0.981,5.973,NA,20,65,0.224546398650063,0,112.081749730514,1.32498149305511,0.0102603680149982,0.0118215632450497
"518",520,"candonga",19,3,2.831004,0.777109463639048,1.15,3.506,0.981,5.973,NA,20,65,0.224546398650063,0,112.081749730514,1.32498149305511,0.0102603680149982,0.0118215632450497
"519",521,"candonga",19,3,2.858652,0.769593500712923,1.15,3.506,0.981,5.973,NA,20,65,0.224546398650063,0,112.081749730514,1.32498149305511,0.0102603680149982,0.0118215632450497
"520",522,"candonga",20,1,4.21268,0.522232877882963,0.58,3.402,0.904,6.117,NA,30,78,0.0195128016836929,0,117.551136876708,1.09176974729381,0.00493402288919015,0.00928761538426384
"521",523,"candonga",20,1,4.383652,0.501864655314792,0.58,3.402,0.904,6.117,NA,30,78,0.0195128016836929,0,117.551136876708,1.09176974729381,0.00493402288919015,0.00928761538426384
"522",524,"candonga",20,1,4.467,0.492500559659727,0.58,3.402,0.904,6.117,NA,30,78,0.0195128016836929,0,117.551136876708,1.09176974729381,0.00493402288919015,0.00928761538426384
"523",525,"candonga",20,2,3.039988,0.723687067185792,1.92,3.837,0.934,7.011,NA,30,78,0.915115642852754,1,154.422225427264,1.31445413623885,0.0124334434029016,0.00851207870241439
"524",526,"candonga",20,2,3.007412,0.731525976487425,1.92,3.837,0.934,7.011,NA,30,78,0.915115642852754,1,154.422225427264,1.31445413623885,0.0124334434029016,0.00851207870241439
"525",527,"candonga",20,2,3.06058,0.718818001816649,1.92,3.837,0.934,7.011,NA,30,78,0.915115642852754,1,154.422225427264,1.31445413623885,0.0124334434029016,0.00851207870241439
"526",528,"candonga",20,3,3.073244,0.715855948958169,1.07,3.327,0.808,6.573,NA,30,78,0.165871907505682,0,135.730402589676,0.852973243323117,0.00788327434078784,0.00628431970324085
"527",529,"candonga",20,3,3.161204,0.695937370698,1.07,3.327,0.808,6.573,NA,30,78,0.165871907505682,0,135.730402589676,0.852973243323117,0.00788327434078784,0.00628431970324085
"528",530,"candonga",20,3,3.102576,0.709088189942809,1.07,3.327,0.808,6.573,NA,30,78,0.165871907505682,0,135.730402589676,0.852973243323117,0.00788327434078784,0.00628431970324085
